traffic_byte_counter,ping_loss_rate,isp,technology,state
0.0065875403,0.0,CenturyLink,Fiber,VA
0.0073254183,0.0,CenturyLink,Fiber,VA
0.005267911,0.0,CenturyLink,Fiber,VA
0.007988318,0.0,CenturyLink,Fiber,VA
0.005905394,0.0,CenturyLink,Fiber,VA
0.00752346,0.0,CenturyLink,Fiber,VA
0.0054536904,0.0,CenturyLink,Fiber,VA
0.006407803,0.0,CenturyLink,Fiber,VA
0.008309974,0.0,CenturyLink,Fiber,VA
0.0058565685,0.0,CenturyLink,Fiber,VA
0.005413648,0.0,CenturyLink,Fiber,VA
0.008895418,0.0,CenturyLink,Fiber,VA
0.008006701,0.0,CenturyLink,Fiber,VA
0.007246755,0.0,CenturyLink,Fiber,VA
0.0052841357,0.0,CenturyLink,Fiber,VA
0.006714294,0.0,CenturyLink,Fiber,VA
0.0070107966,0.0,CenturyLink,Fiber,VA
0.007542072,0.0,CenturyLink,Fiber,VA
0.005367341,0.0,CenturyLink,Fiber,VA
0.0065638153,0.0,CenturyLink,Fiber,VA
0.0069994684,0.0,CenturyLink,Fiber,VA
0.0075721317,0.0,CenturyLink,Fiber,VA
0.005555071,0.0,CenturyLink,Fiber,VA
0.011169636,0.0,CenturyLink,Fiber,VA
0.0071487366,0.0,CenturyLink,Fiber,VA
0.007377728,0.0,CenturyLink,Fiber,VA
0.005408204,0.0,CenturyLink,Fiber,VA
0.0067924326,0.0,CenturyLink,Fiber,VA
0.007026418,0.0,CenturyLink,Fiber,VA
0.0077455486,0.0,CenturyLink,Fiber,VA
0.005696239,0.0,CenturyLink,Fiber,VA
0.006347636,0.0,CenturyLink,Fiber,VA
0.006828026,0.0,CenturyLink,Fiber,VA
0.007088536,0.0,CenturyLink,Fiber,VA
0.005244466,0.0,CenturyLink,Fiber,VA
0.0064338283,0.0,CenturyLink,Fiber,VA
0.03733635,0.0,CenturyLink,Fiber,Ia
0.015782418,0.0,CenturyLink,Fiber,Ia
0.0045546615,0.0,CenturyLink,Fiber,Ia
0.0039624115,0.0,CenturyLink,Fiber,Ia
0.016622234,0.0,CenturyLink,Fiber,Ia
0.004299194,0.0,CenturyLink,Fiber,Ia
0.0061754063,0.0,CenturyLink,Fiber,Ia
0.006276403,0.0,CenturyLink,Fiber,Ia
0.01857003,0.0,CenturyLink,Fiber,Ia
0.0059998217,0.0,CenturyLink,Fiber,Ia
0.010053789,0.0,CenturyLink,Fiber,Ia
0.010431181,0.0,CenturyLink,Fiber,Ia
0.030096523,0.0,CenturyLink,Fiber,Ia
0.006012972,0.0,CenturyLink,Fiber,Ia
0.018416395,0.0,CenturyLink,Fiber,Ia
0.0040877457,0.0,CenturyLink,Fiber,Ia
0.013431682,0.0,CenturyLink,Fiber,Ia
0.0032495707,0.0,CenturyLink,Fiber,Ia
0.02009759,0.0,CenturyLink,Fiber,Ia
0.032969624,0.0,CenturyLink,Fiber,Ia
0.019294763,0.0,CenturyLink,Fiber,Ia
0.0037571338,0.0,CenturyLink,Fiber,Ia
0.02164372,0.0,CenturyLink,Fiber,Ia
0.013256003,0.0,CenturyLink,Fiber,Ia
0.023967989,0.0,CenturyLink,Fiber,Ia
0.009415131,0.0,CenturyLink,Fiber,Ia
0.0060400823,0.0,CenturyLink,Fiber,Ia
0.008391478,0.0,CenturyLink,Fiber,Ia
0.01333156,0.0,CenturyLink,Fiber,Ia
0.0036611815,0.0,CenturyLink,Fiber,Ia
0.006226107,0.0,CenturyLink,Fiber,Ia
0.0051563894,0.0,CenturyLink,Fiber,Ia
0.013496134,0.04,CenturyLink,Fiber,Ia
0.0033196867,0.0,CenturyLink,Fiber,Ia
0.014553274,0.0,CenturyLink,Fiber,Ia
0.011718698,0.0,CenturyLink,Fiber,Ia
0.023045413,0.0,CenturyLink,Fiber,Ia
0.003711697,0.0,CenturyLink,Fiber,Ia
0.017154869,0.0,CenturyLink,Fiber,Ia
0.012905559,0.0,CenturyLink,Fiber,Ia
0.013599929,0.033333335,CenturyLink,Fiber,Ia
0.011105933,0.0,CenturyLink,Fiber,Ia
0.043202706,0.0,CenturyLink,Fiber,Ia
0.017055381,0.0,CenturyLink,Fiber,Ia
0.015462713,0.0,CenturyLink,Fiber,Ia
0.0034338173,0.0,CenturyLink,Fiber,Ia
0.011770463,0.0,CenturyLink,Fiber,Ia
0.010248866,0.0,CenturyLink,Fiber,Ia
0.021016587,0.04,CenturyLink,Fiber,Ia
0.00634216,0.0,CenturyLink,Fiber,Ia
0.011467653,0.0,CenturyLink,Fiber,Ia
0.021869764,0.0,CenturyLink,Fiber,Ia
0.06920617,0.0,CenturyLink,Fiber,Ia
0.0060835313,0.0,CenturyLink,Fiber,Ia
0.01621537,0.0,CenturyLink,Fiber,Ia
0.016323285,0.0,CenturyLink,Fiber,Ia
0.011415409,0.0,CenturyLink,Fiber,VA
0.012050904,0.0,CenturyLink,Fiber,VA
0.004572657,0.0,CenturyLink,Fiber,VA
0.008537001,0.0,CenturyLink,Fiber,VA
0.0145105235,0.0,CenturyLink,Fiber,VA
0.00779881,0.0,CenturyLink,Fiber,VA
0.0059743985,0.0,CenturyLink,Fiber,VA
0.00285582,0.0,CenturyLink,Fiber,VA
0.02896213,0.0,CenturyLink,Fiber,VA
0.00799724,0.0,CenturyLink,Fiber,VA
0.004261272,0.0,CenturyLink,Fiber,VA
0.0028816247,0.0,CenturyLink,Fiber,VA
0.020418724,0.0,CenturyLink,Fiber,VA
0.011677025,0.0,CenturyLink,Fiber,VA
0.020550547,0.0,CenturyLink,Fiber,VA
0.014194692,0.0,CenturyLink,Fiber,VA
0.037200674,0.0,CenturyLink,Fiber,VA
0.0077253687,0.0,CenturyLink,Fiber,VA
0.01811506,0.0,CenturyLink,Fiber,VA
0.019159567,0.0,CenturyLink,Fiber,VA
0.013096255,0.0,CenturyLink,Fiber,VA
0.040513318,0.0,CenturyLink,Fiber,VA
0.018685175,0.0,CenturyLink,Fiber,VA
0.0006216605,0.0,CenturyLink,Fiber,VA
0.012263906,0.0,CenturyLink,Fiber,VA
0.011318881,0.0,CenturyLink,Fiber,VA
0.010295759,0.0,CenturyLink,Fiber,VA
0.01731191,0.0,CenturyLink,Fiber,VA
0.011934817,0.0,CenturyLink,Fiber,VA
0.011591841,0.0,CenturyLink,Fiber,VA
0.012547081,0.0,CenturyLink,Fiber,VA
0.010397201,0.0,CenturyLink,Fiber,VA
0.021917956,0.0,CenturyLink,Fiber,VA
0.008641751,0.0,CenturyLink,Fiber,VA
0.008016966,0.0,CenturyLink,Fiber,VA
0.0028464377,0.0,CenturyLink,Fiber,VA
0.02450044,0.0,CenturyLink,Fiber,VA
0.008767613,0.0,CenturyLink,Fiber,VA
0.0050310125,0.0,CenturyLink,Fiber,VA
0.0032759993,0.0,CenturyLink,Fiber,VA
0.026006114,0.0,CenturyLink,Fiber,VA
0.010812013,0.0,CenturyLink,Fiber,VA
0.011357937,0.0,CenturyLink,Fiber,VA
0.0028217677,0.0,CenturyLink,Fiber,VA
0.011158875,0.0,CenturyLink,Fiber,VA
0.008509705,0.0,CenturyLink,Fiber,VA
0.0049911058,0.0,CenturyLink,Fiber,VA
0.002916537,0.0,CenturyLink,Fiber,VA
0.025071042,0.0,CenturyLink,Fiber,VA
0.039281514,0.0,CenturyLink,Fiber,VA
0.0076924996,0.0,CenturyLink,Fiber,VA
0.0027567823,0.0,CenturyLink,Fiber,VA
0.02497051,0.0,CenturyLink,Fiber,VA
0.0071049817,0.0,CenturyLink,Fiber,VA
0.030302295,0.0,CenturyLink,Fiber,VA
0.017309023,0.0,CenturyLink,Fiber,VA
0.027069641,0.0,CenturyLink,Fiber,VT
0.041877396,0.0,CenturyLink,Fiber,VT
0.010880063,0.0,CenturyLink,Fiber,VT
0.25606468,0.0,CenturyLink,Fiber,VT
0.2062549,0.0,CenturyLink,Fiber,VT
0.010819398,0.0,CenturyLink,Fiber,VT
0.0046381815,0.0,CenturyLink,Fiber,VT
0.005806875,0.0,CenturyLink,Fiber,VT
0.16864753,0.0,CenturyLink,Fiber,VT
0.13144426,0.0,CenturyLink,Fiber,VT
0.0048228917,0.0,CenturyLink,Fiber,VT
0.0062244334,0.0,CenturyLink,Fiber,VT
0.07560968,0.0,CenturyLink,Fiber,VT
0.03788452,0.0,CenturyLink,Fiber,VT
0.0052641085,0.0,CenturyLink,Fiber,VT
0.0070618615,0.0,CenturyLink,Fiber,VT
0.21135369,0.0,CenturyLink,Fiber,VT
0.31557578,0.0,CenturyLink,Fiber,VT
0.021827063,0.0,CenturyLink,Fiber,VT
0.0072272634,0.0,CenturyLink,Fiber,VT
0.07069908,0.0,CenturyLink,Fiber,VT
0.04702156,0.0,CenturyLink,Fiber,VT
0.0055808583,0.0,CenturyLink,Fiber,VT
0.006958976,0.0,CenturyLink,Fiber,VT
0.21726695,0.0,CenturyLink,Fiber,VT
0.4068651,0.0,CenturyLink,Fiber,VT
0.041779246,0.0,CenturyLink,Fiber,VT
0.016843628,0.0,CenturyLink,Fiber,VT
0.26055342,0.0,CenturyLink,Fiber,VT
0.36338854,0.0,CenturyLink,Fiber,VT
0.01368097,0.0,CenturyLink,Fiber,VT
0.041142315,0.0,CenturyLink,Fiber,VT
0.051437374,0.0,CenturyLink,Fiber,VT
0.028657204,0.0,CenturyLink,Fiber,VT
0.0054083606,0.0,CenturyLink,Fiber,VT
0.010546767,0.0,CenturyLink,Fiber,VT
0.19864194,0.0,CenturyLink,Fiber,VT
0.016183833,0.0,CenturyLink,Fiber,VT
0.0055456683,0.0,CenturyLink,Fiber,VT
0.005713806,0.0,CenturyLink,Fiber,VT
0.14960441,0.0,CenturyLink,Fiber,VT
0.023029668,0.0,CenturyLink,Fiber,VT
0.005399652,0.0,CenturyLink,Fiber,VT
0.0065302504,0.0,CenturyLink,Fiber,VT
0.07251588,0.0,CenturyLink,Fiber,VT
0.018750096,0.0,CenturyLink,Fiber,VT
0.0050523058,0.0,CenturyLink,Fiber,VT
0.006550034,0.0,CenturyLink,Fiber,VT
0.11591053,0.0,CenturyLink,Fiber,VT
0.018502103,0.0,CenturyLink,Fiber,VT
0.0056066196,0.0,CenturyLink,Fiber,VT
0.0060435333,0.0,CenturyLink,Fiber,VT
0.1915853,0.0,CenturyLink,Fiber,VT
0.07490045,0.0,CenturyLink,Fiber,VT
0.03602562,0.0,CenturyLink,Fiber,VT
0.0061452463,0.0,CenturyLink,Fiber,VT
0.019934433,0.0,CenturyLink,DSL,NJ
0.02282275,0.0,CenturyLink,DSL,NJ
0.064866476,0.0,CenturyLink,DSL,NJ
0.042673796,0.0,CenturyLink,DSL,NJ
0.019108923,0.0,CenturyLink,DSL,NJ
0.021394271,0.0,CenturyLink,DSL,NJ
0.019529393,0.0,CenturyLink,DSL,NJ
0.019995296,0.0,CenturyLink,DSL,NJ
0.020036845,0.0,CenturyLink,DSL,NJ
0.026803264,0.0,CenturyLink,DSL,NJ
0.0114934,0.0,CenturyLink,DSL,NJ
0.014785925,0.0,CenturyLink,DSL,NJ
0.019928154,0.0,CenturyLink,DSL,NJ
0.028903652,0.0,CenturyLink,DSL,NJ
0.013305015,0.0,CenturyLink,DSL,NJ
0.011198516,0.0,CenturyLink,DSL,NJ
0.023737129,0.0,CenturyLink,DSL,NJ
0.022285273,0.0,CenturyLink,DSL,NJ
0.018403819,0.0,CenturyLink,DSL,NJ
0.015291063,0.0,CenturyLink,DSL,NJ
0.01978164,0.0,CenturyLink,DSL,NJ
0.023409963,0.0,CenturyLink,DSL,NJ
0.017503085,0.0,CenturyLink,DSL,NJ
0.01555269,0.0,CenturyLink,DSL,NJ
0.04310614,0.0,CenturyLink,DSL,NJ
0.022927687,0.0,CenturyLink,DSL,NJ
0.02327791,0.0,CenturyLink,DSL,NJ
0.010266043,0.0,CenturyLink,DSL,NJ
0.019736758,0.0,CenturyLink,DSL,NJ
0.01820714,0.0,CenturyLink,DSL,NJ
0.013485415,0.0,CenturyLink,DSL,NJ
0.00874759,0.0,CenturyLink,DSL,NJ
0.02015188,0.0,CenturyLink,DSL,NJ
0.022161303,0.0,CenturyLink,DSL,NJ
0.02222324,0.0,CenturyLink,DSL,NJ
0.0143702645,0.0,CenturyLink,DSL,NJ
0.02421196,0.0,CenturyLink,DSL,NJ
0.02019376,0.0,CenturyLink,DSL,NJ
0.024205454,0.0,CenturyLink,DSL,NJ
0.027813442,0.0,CenturyLink,DSL,NJ
0.022597779,0.0,CenturyLink,DSL,NJ
0.01992964,0.0,CenturyLink,DSL,NJ
0.013730116,0.0,CenturyLink,DSL,NJ
0.011974542,0.0,CenturyLink,DSL,NJ
0.025068814,0.0,CenturyLink,DSL,NJ
0.02366775,0.0,CenturyLink,DSL,NJ
0.023374263,0.0,CenturyLink,DSL,NJ
0.012184012,0.0,CenturyLink,DSL,NJ
0.031009987,0.0,CenturyLink,DSL,NJ
0.02861317,0.0,CenturyLink,DSL,NJ
0.018722732,0.0,CenturyLink,DSL,NJ
0.021565855,0.0,CenturyLink,DSL,NJ
0.019861039,0.0,CenturyLink,DSL,NJ
0.017967122,0.0,CenturyLink,DSL,NJ
0.022211632,0.0,CenturyLink,DSL,NJ
0.010561979,0.0,CenturyLink,DSL,NJ
0.053265095,0.0,CenturyLink,DSL,OK
0.04025749,0.0,CenturyLink,DSL,OK
0.023064738,0.0,CenturyLink,DSL,OK
0.020440666,0.0,CenturyLink,DSL,OK
0.029679684,0.0,CenturyLink,DSL,OK
0.03232374,0.0,CenturyLink,DSL,OK
0.011639789,0.0,CenturyLink,DSL,OK
0.01762732,0.0,CenturyLink,DSL,OK
0.022120332,0.0,CenturyLink,DSL,OK
0.032745954,0.0,CenturyLink,DSL,OK
0.0140302675,0.0,CenturyLink,DSL,OK
0.017421631,0.0,CenturyLink,DSL,OK
0.02479026,0.0,CenturyLink,DSL,OK
0.039414782,0.0,CenturyLink,DSL,OK
0.013869574,0.0,CenturyLink,DSL,OK
0.017024992,0.0,CenturyLink,DSL,OK
0.036526833,0.0,CenturyLink,DSL,OK
0.032332845,0.0,CenturyLink,DSL,OK
0.011324562,0.0,CenturyLink,DSL,OK
0.016916279,0.0,CenturyLink,DSL,OK
0.025327602,0.0,CenturyLink,DSL,OK
0.040263273,0.0,CenturyLink,DSL,OK
0.023957893,0.0,CenturyLink,DSL,OK
0.020547424,0.0,CenturyLink,DSL,OK
0.023333294,0.0,CenturyLink,DSL,OK
0.033254854,0.0,CenturyLink,DSL,OK
0.011889777,0.0,CenturyLink,DSL,OK
0.018192206,0.0,CenturyLink,DSL,OK
0.024910113,0.0,CenturyLink,DSL,OK
0.03940968,0.0,CenturyLink,DSL,OK
0.022921698,0.0,CenturyLink,DSL,OK
0.020110477,0.0,CenturyLink,DSL,OK
0.024879592,0.0,CenturyLink,DSL,OK
0.038732614,0.0,CenturyLink,DSL,OK
0.022911688,0.0,CenturyLink,DSL,OK
0.020971525,0.0,CenturyLink,DSL,OK
0.025767174,0.0,CenturyLink,DSL,OK
0.04062912,0.0,CenturyLink,DSL,OK
0.019265821,0.0,CenturyLink,DSL,OK
0.01885032,0.0,CenturyLink,DSL,OK
0.029384134,0.0,CenturyLink,DSL,OK
0.040776417,0.0,CenturyLink,DSL,OK
0.023420887,0.0,CenturyLink,DSL,OK
0.017560162,0.0,CenturyLink,DSL,OK
0.025433889,0.0,CenturyLink,DSL,OK
0.040607944,0.0,CenturyLink,DSL,OK
0.017269889,0.0,CenturyLink,DSL,OK
0.030168839,0.0,CenturyLink,DSL,OK
